num,date,ur
839,19940829,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-08-29
840,19940905,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-09-05
841,19940912,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-09-12
842,19940919,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-09-19
843,19940926,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-09-26
844,19941003,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-10-03
845,19941010,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-10-10
846,19941017,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-10-17
847,19941024,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-10-24
848,19941031,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-10-31
849,19941107,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-11-07
850,19941114,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-11-14
851,19941121,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-11-21
852,19941128,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-11-28
853,19941205,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-12-05
854,19941212,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-12-12
855,19941219,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-12-19
856,19941226,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1994-12-26
857,19950102,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-01-02
858,19950109,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-01-09
859,19950116,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-01-16
860,19950123,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-01-23
861,19950130,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-01-30
862,19950206,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-02-06
863,19950213,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-02-13
864,19950220,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-02-20
865,19950227,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-02-27
866,19950306,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-03-06
867,19950313,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-03-13
868,19950320,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-03-20
869,19950327,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-03-27
870,19950403,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-04-03
871,19950410,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-04-10
872,19950417,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-04-17
873,19950424,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-04-24
874,19950501,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-05-01
875,19950508,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-05-08
876,19950515,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-05-15
877,19950522,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-05-22
878,19950529,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-05-29
